line 1 column 37275 - Warning: inserting implicit <p>
line 1 column 38186 - Warning: inserting implicit <p>
line 1 column 59648 - Warning: nested emphasis <em>
line 1 column 59889 - Warning: nested emphasis <em>
line 1 column 60154 - Warning: nested emphasis <em>
line 1 column 60407 - Warning: nested emphasis <em>
line 1 column 60630 - Warning: nested emphasis <em>
line 1 column 60835 - Warning: nested emphasis <em>
line 1 column 61104 - Warning: nested emphasis <em>
line 1 column 61335 - Warning: nested emphasis <em>
line 1 column 61505 - Warning: nested emphasis <em>
line 1 column 61804 - Warning: nested emphasis <em>
line 1 column 62032 - Warning: nested emphasis <em>
line 1 column 62414 - Warning: nested emphasis <em>
line 1 column 62675 - Warning: nested emphasis <em>
line 1 column 62945 - Warning: nested emphasis <em>
line 1 column 63127 - Warning: nested emphasis <em>
line 1 column 63342 - Warning: nested emphasis <em>
line 1 column 63715 - Warning: nested emphasis <em>
line 1 column 64119 - Warning: nested emphasis <em>
line 1 column 64344 - Warning: nested emphasis <em>
line 1 column 64652 - Warning: nested emphasis <em>
line 1 column 64867 - Warning: nested emphasis <em>
line 1 column 65147 - Warning: nested emphasis <em>
line 1 column 65375 - Warning: nested emphasis <em>
line 1 column 65674 - Warning: nested emphasis <em>
line 1 column 65856 - Warning: nested emphasis <em>
line 1 column 66131 - Warning: nested emphasis <em>
line 1 column 66359 - Warning: nested emphasis <em>
line 1 column 66726 - Warning: nested emphasis <em>
line 1 column 67006 - Warning: nested emphasis <em>
line 1 column 67247 - Warning: nested emphasis <em>
line 1 column 67420 - Warning: nested emphasis <em>
line 1 column 67658 - Warning: nested emphasis <em>
line 1 column 67886 - Warning: nested emphasis <em>
line 1 column 68159 - Warning: nested emphasis <em>
line 1 column 68593 - Warning: nested emphasis <em>
line 1 column 68894 - Warning: nested emphasis <em>
line 1 column 69193 - Warning: nested emphasis <em>
line 1 column 69521 - Warning: nested emphasis <em>
line 1 column 69829 - Warning: nested emphasis <em>
line 1 column 70170 - Warning: nested emphasis <em>
line 1 column 70504 - Warning: nested emphasis <em>
line 1 column 70776 - Warning: nested emphasis <em>
line 1 column 71079 - Warning: nested emphasis <em>
line 1 column 71965 - Warning: nested emphasis <em>
line 1 column 72262 - Warning: nested emphasis <em>
line 1 column 72523 - Warning: nested emphasis <em>
line 1 column 72809 - Warning: nested emphasis <em>
line 1 column 73107 - Warning: nested emphasis <em>
line 1 column 73385 - Warning: nested emphasis <em>
line 1 column 73611 - Warning: nested emphasis <em>
line 1 column 73857 - Warning: nested emphasis <em>
line 1 column 74167 - Warning: nested emphasis <em>
line 1 column 29969 - Warning: <table> lacks "summary" attribute
line 1 column 32966 - Warning: <table> lacks "summary" attribute
line 1 column 36071 - Warning: <img> attribute "longdesc" lacks value
line 1 column 36471 - Warning: <img> attribute "longdesc" lacks value
line 1 column 36885 - Warning: <img> attribute "longdesc" lacks value
line 1 column 37679 - Warning: <img> attribute "longdesc" lacks value
line 1 column 46753 - Warning: <img> attribute "longdesc" lacks value
line 1 column 49128 - Warning: <table> lacks "summary" attribute
line 1 column 51074 - Warning: <table> lacks "summary" attribute
line 1 column 10705 - Warning: <li> proprietary attribute "label"
line 1 column 10835 - Warning: <li> proprietary attribute "label"
line 1 column 10985 - Warning: <li> proprietary attribute "label"
line 1 column 11341 - Warning: <li> proprietary attribute "label"
line 1 column 11575 - Warning: <li> proprietary attribute "label"
line 1 column 11853 - Warning: <li> proprietary attribute "label"
line 1 column 12050 - Warning: <li> proprietary attribute "label"
line 1 column 21768 - Warning: <li> proprietary attribute "label"
line 1 column 22122 - Warning: <li> proprietary attribute "label"
line 1 column 24143 - Warning: <li> proprietary attribute "label"
line 1 column 24340 - Warning: <li> proprietary attribute "label"
line 1 column 24816 - Warning: <li> proprietary attribute "label"
line 1 column 24944 - Warning: <li> proprietary attribute "label"
line 1 column 52802 - Warning: <li> proprietary attribute "label"
line 1 column 53181 - Warning: <li> proprietary attribute "label"
line 1 column 53586 - Warning: <li> proprietary attribute "label"
line 1 column 54063 - Warning: <li> proprietary attribute "label"
line 1 column 54424 - Warning: <li> proprietary attribute "label"
line 1 column 59478 - Warning: <li> proprietary attribute "label"
line 1 column 59714 - Warning: <li> proprietary attribute "label"
line 1 column 59951 - Warning: <li> proprietary attribute "label"
line 1 column 60239 - Warning: <li> proprietary attribute "label"
line 1 column 60473 - Warning: <li> proprietary attribute "label"
line 1 column 60692 - Warning: <li> proprietary attribute "label"
line 1 column 60896 - Warning: <li> proprietary attribute "label"
line 1 column 61166 - Warning: <li> proprietary attribute "label"
line 1 column 61399 - Warning: <li> proprietary attribute "label"
line 1 column 61601 - Warning: <li> proprietary attribute "label"
line 1 column 61868 - Warning: <li> proprietary attribute "label"
line 1 column 62095 - Warning: <li> proprietary attribute "label"
line 1 column 62502 - Warning: <li> proprietary attribute "label"
line 1 column 62738 - Warning: <li> proprietary attribute "label"
line 1 column 63017 - Warning: <li> proprietary attribute "label"
line 1 column 63206 - Warning: <li> proprietary attribute "label"
line 1 column 63437 - Warning: <li> proprietary attribute "label"
line 1 column 63842 - Warning: <li> proprietary attribute "label"
